round,event,driver,lap_number,stint,compound,tyre_age,lap_time,track_status,is_clean
1,Australian Grand Prix,NOR,1.0,1.0,MEDIUM,1.0,96.458,1,False
1,Australian Grand Prix,NOR,2.0,1.0,MEDIUM,2.0,87.344,1,False
1,Australian Grand Prix,NOR,3.0,1.0,MEDIUM,3.0,86.863,1,True
1,Australian Grand Prix,NOR,4.0,1.0,MEDIUM,4.0,85.857,1,True
1,Australian Grand Prix,NOR,5.0,1.0,MEDIUM,5.0,85.573,1,True
1,Australian Grand Prix,NOR,6.0,1.0,MEDIUM,6.0,85.036,1,True
1,Australian Grand Prix,NOR,7.0,1.0,MEDIUM,7.0,84.978,1,True
1,Australian Grand Prix,NOR,8.0,1.0,MEDIUM,8.0,85.299,1,True
1,Australian Grand Prix,NOR,9.0,1.0,MEDIUM,9.0,85.639,1,True
1,Australian Grand Prix,NOR,10.0,1.0,MEDIUM,10.0,85.295,1,True
1,Australian Grand Prix,NOR,11.0,1.0,MEDIUM,11.0,103.391,16,False
1,Australian Grand Prix,NOR,12.0,2.0,HARD,1.0,118.075,6,False
1,Australian Grand Prix,NOR,13.0,2.0,HARD,2.0,111.932,671,False
1,Australian Grand Prix,NOR,14.0,2.0,HARD,3.0,84.233,1,True
1,Australian Grand Prix,NOR,15.0,2.0,HARD,4.0,83.784,1,True
1,Australian Grand Prix,NOR,16.0,2.0,HARD,5.0,83.912,1,True
1,Australian Grand Prix,NOR,17.0,2.0,HARD,6.0,84.053,1,True
1,Australian Grand Prix,NOR,18.0,2.0,HARD,7.0,95.404,126,False
1,Australian Grand Prix,NOR,19.0,2.0,HARD,8.0,116.07,67,False
1,Australian Grand Prix,NOR,20.0,2.0,HARD,9.0,85.774,71,False
1,Australian Grand Prix,NOR,21.0,2.0,HARD,10.0,83.972,1,True
1,Australian Grand Prix,NOR,22.0,2.0,HARD,11.0,83.687,1,True
1,Australian Grand Prix,NOR,23.0,2.0,HARD,12.0,83.534,1,True
1,Australian Grand Prix,NOR,24.0,2.0,HARD,13.0,83.394,1,True
1,Australian Grand Prix,NOR,25.0,2.0,HARD,14.0,83.5,1,True
1,Australian Grand Prix,NOR,26.0,2.0,HARD,15.0,83.403,1,True
1,Australian Grand Prix,NOR,27.0,2.0,HARD,16.0,83.896,1,True
1,Australian Grand Prix,NOR,28.0,2.0,HARD,17.0,84.04,1,True
1,Australian Grand Prix,NOR,29.0,2.0,HARD,18.0,84.08,1,True
1,Australian Grand Prix,NOR,30.0,2.0,HARD,19.0,83.961,1,True
1,Australian Grand Prix,NOR,31.0,2.0,HARD,20.0,84.094,1,True
1,Australian Grand Prix,NOR,32.0,2.0,HARD,21.0,84.075,1,True
1,Australian Grand Prix,NOR,33.0,2.0,HARD,22.0,84.79,1,True
1,Australian Grand Prix,NOR,34.0,2.0,HARD,23.0,112.732,167,False
1,Australian Grand Prix,NOR,35.0,3.0,MEDIUM,1.0,89.434,1,False
1,Australian Grand Prix,NOR,36.0,3.0,MEDIUM,2.0,83.324,1,True
1,Australian Grand Prix,NOR,37.0,3.0,MEDIUM,3.0,83.448,1,True
1,Australian Grand Prix,NOR,38.0,3.0,MEDIUM,4.0,83.423,1,True
1,Australian Grand Prix,NOR,39.0,3.0,MEDIUM,5.0,84.001,1,True
1,Australian Grand Prix,NOR,40.0,3.0,MEDIUM,6.0,83.397,1,True
1,Australian Grand Prix,NOR,41.0,3.0,MEDIUM,7.0,83.762,1,True
1,Australian Grand Prix,NOR,42.0,3.0,MEDIUM,8.0,83.347,1,True
1,Australian Grand Prix,NOR,43.0,3.0,MEDIUM,9.0,83.286,1,True
1,Australian Grand Prix,NOR,44.0,3.0,MEDIUM,10.0,83.192,1,True
1,Australian Grand Prix,NOR,45.0,3.0,MEDIUM,11.0,82.886,1,True
1,Australian Grand Prix,NOR,46.0,3.0,MEDIUM,12.0,82.908,1,True
1,Australian Grand Prix,NOR,47.0,3.0,MEDIUM,13.0,82.778,1,True
1,Australian Grand Prix,NOR,48.0,3.0,MEDIUM,14.0,82.953,1,True
1,Australian Grand Prix,NOR,49.0,3.0,MEDIUM,15.0,82.804,1,True
1,Australian Grand Prix,NOR,50.0,3.0,MEDIUM,16.0,82.763,1,True
1,Australian Grand Prix,NOR,51.0,3.0,MEDIUM,17.0,82.598,1,True
1,Australian Grand Prix,NOR,52.0,3.0,MEDIUM,18.0,82.784,1,True
1,Australian Grand Prix,NOR,53.0,3.0,MEDIUM,19.0,82.358,1,True
1,Australian Grand Prix,NOR,54.0,3.0,MEDIUM,20.0,82.796,1,True
1,Australian Grand Prix,NOR,55.0,3.0,MEDIUM,21.0,82.867,1,True
1,Australian Grand Prix,NOR,56.0,3.0,MEDIUM,22.0,82.843,1,True
1,Australian Grand Prix,NOR,57.0,3.0,MEDIUM,23.0,83.416,1,True
1,Australian Grand Prix,NOR,58.0,3.0,MEDIUM,24.0,83.046,1,True
1,Australian Grand Prix,GAS,1.0,1.0,MEDIUM,1.0,97.98,1,False
1,Australian Grand Prix,GAS,2.0,1.0,MEDIUM,2.0,87.281,1,False
1,Australian Grand Prix,GAS,3.0,1.0,MEDIUM,3.0,86.371,1,True
1,Australian Grand Prix,GAS,4.0,1.0,MEDIUM,4.0,85.894,1,True
1,Australian Grand Prix,GAS,5.0,1.0,MEDIUM,5.0,87.04,1,True
1,Australian Grand Prix,GAS,6.0,1.0,MEDIUM,6.0,85.989,1,True
1,Australian Grand Prix,GAS,7.0,1.0,MEDIUM,7.0,85.079,1,True
1,Australian Grand Prix,GAS,8.0,1.0,MEDIUM,8.0,84.964,1,True
1,Australian Grand Prix,GAS,9.0,1.0,MEDIUM,9.0,85.441,1,True
1,Australian Grand Prix,GAS,10.0,1.0,MEDIUM,10.0,86.669,1,True
1,Australian Grand Prix,GAS,11.0,1.0,MEDIUM,11.0,104.821,16,False
1,Australian Grand Prix,GAS,12.0,2.0,HARD,1.0,118.072,6,False
1,Australian Grand Prix,GAS,13.0,2.0,HARD,2.0,111.634,671,False
1,Australian Grand Prix,GAS,14.0,2.0,HARD,3.0,85.748,1,True
1,Australian Grand Prix,GAS,15.0,2.0,HARD,4.0,84.823,1,True
1,Australian Grand Prix,GAS,16.0,2.0,HARD,5.0,84.69,1,True
1,Australian Grand Prix,GAS,17.0,2.0,HARD,6.0,85.203,1,True
1,Australian Grand Prix,GAS,18.0,2.0,HARD,7.0,101.225,126,False
1,Australian Grand Prix,GAS,19.0,2.0,HARD,8.0,112.95,671,False
1,Australian Grand Prix,GAS,20.0,2.0,HARD,9.0,86.578,1,True
1,Australian Grand Prix,GAS,21.0,2.0,HARD,10.0,85.678,1,True
1,Australian Grand Prix,GAS,22.0,2.0,HARD,11.0,84.586,1,True
1,Australian Grand Prix,GAS,23.0,2.0,HARD,12.0,84.499,1,True
1,Australian Grand Prix,GAS,24.0,2.0,HARD,13.0,84.852,1,True
1,Australian Grand Prix,GAS,25.0,2.0,HARD,14.0,84.54,1,True
1,Australian Grand Prix,GAS,26.0,2.0,HARD,15.0,84.771,1,True
1,Australian Grand Prix,GAS,27.0,2.0,HARD,16.0,84.661,1,True
1,Australian Grand Prix,GAS,28.0,2.0,HARD,17.0,84.795,1,True
1,Australian Grand Prix,GAS,29.0,2.0,HARD,18.0,85.096,1,True
1,Australian Grand Prix,GAS,30.0,2.0,HARD,19.0,85.242,1,True
1,Australian Grand Prix,GAS,31.0,2.0,HARD,20.0,85.271,1,True
1,Australian Grand Prix,GAS,32.0,2.0,HARD,21.0,85.202,1,True
1,Australian Grand Prix,GAS,33.0,2.0,HARD,22.0,92.276,16,False
1,Australian Grand Prix,GAS,34.0,2.0,HARD,23.0,91.244,671,False
1,Australian Grand Prix,GAS,35.0,2.0,HARD,24.0,85.029,1,True
1,Australian Grand Prix,GAS,36.0,2.0,HARD,25.0,85.177,1,True
1,Australian Grand Prix,GAS,37.0,2.0,HARD,26.0,86.333,1,True
1,Australian Grand Prix,GAS,38.0,2.0,HARD,27.0,86.094,1,True
1,Australian Grand Prix,GAS,39.0,2.0,HARD,28.0,85.265,1,True
1,Australian Grand Prix,GAS,40.0,2.0,HARD,29.0,86.132,1,True
1,Australian Grand Prix,GAS,41.0,2.0,HARD,30.0,85.319,1,True
1,Australian Grand Prix,GAS,42.0,2.0,HARD,31.0,84.879,1,True
1,Australian Grand Prix,GAS,43.0,2.0,HARD,32.0,84.977,1,True
1,Australian Grand Prix,GAS,44.0,2.0,HARD,33.0,85.028,1,True
1,Australian Grand Prix,GAS,45.0,2.0,HARD,34.0,87.175,1,True
1,Australian Grand Prix,GAS,46.0,2.0,HARD,35.0,85.353,1,True
1,Australian Grand Prix,GAS,47.0,2.0,HARD,36.0,86.497,1,True
1,Australian Grand Prix,GAS,48.0,2.0,HARD,37.0,84.982,1,True
1,Australian Grand Prix,GAS,49.0,2.0,HARD,38.0,85.281,1,True
1,Australian Grand Prix,GAS,50.0,2.0,HARD,39.0,84.927,1,True
1,Australian Grand Prix,GAS,51.0,2.0,HARD,40.0,86.46,1,True
1,Australian Grand Prix,GAS,52.0,2.0,HARD,41.0,86.527,1,True
1,Australian Grand Prix,GAS,53.0,2.0,HARD,42.0,84.79,1,True
1,Australian Grand Prix,GAS,54.0,2.0,HARD,43.0,84.52,1,True
1,Australian Grand Prix,GAS,55.0,2.0,HARD,44.0,84.595,1,True
1,Australian Grand Prix,GAS,56.0,2.0,HARD,45.0,84.486,1,True
1,Australian Grand Prix,GAS,57.0,2.0,HARD,46.0,84.837,1,True
1,Australian Grand Prix,PER,1.0,1.0,MEDIUM,1.0,102.557,1,False
1,Australian Grand Prix,PER,2.0,1.0,MEDIUM,2.0,88.763,1,False
1,Australian Grand Prix,PER,3.0,1.0,MEDIUM,3.0,88.094,1,True
1,Australian Grand Prix,PER,4.0,1.0,MEDIUM,4.0,87.222,1,True
1,Australian Grand Prix,PER,5.0,1.0,MEDIUM,5.0,88.025,1,True
1,Australian Grand Prix,PER,6.0,1.0,MEDIUM,6.0,87.595,1,True
1,Australian Grand Prix,PER,7.0,1.0,MEDIUM,7.0,87.625,1,True
1,Australian Grand Prix,PER,8.0,1.0,MEDIUM,8.0,87.184,1,True
1,Australian Grand Prix,PER,9.0,1.0,MEDIUM,9.0,87.05,1,True
1,Australian Grand Prix,PER,10.0,1.0,MEDIUM,10.0,87.595,1,True
1,Australian Grand Prix,PER,11.0,1.0,MEDIUM,11.0,97.875,16,False
1,Australian Grand Prix,PER,12.0,1.0,MEDIUM,12.0,116.537,6,False
1,Australian Grand Prix,PER,13.0,1.0,MEDIUM,13.0,110.001,671,False
1,Australian Grand Prix,PER,14.0,1.0,MEDIUM,14.0,87.084,1,True
1,Australian Grand Prix,PER,15.0,1.0,MEDIUM,15.0,88.137,1,True
1,Australian Grand Prix,PER,16.0,1.0,MEDIUM,16.0,91.277,1,True
1,Australian Grand Prix,PER,17.0,1.0,MEDIUM,17.0,88.615,1,True
1,Australian Grand Prix,PER,18.0,1.0,MEDIUM,18.0,126.084,126,False
1,Australian Grand Prix,PER,19.0,2.0,HARD,1.0,103.359,671,False
1,Australian Grand Prix,PER,20.0,2.0,HARD,2.0,86.49,1,True
1,Australian Grand Prix,PER,21.0,2.0,HARD,3.0,87.262,1,True
1,Australian Grand Prix,PER,22.0,2.0,HARD,4.0,89.083,1,True
1,Australian Grand Prix,PER,23.0,2.0,HARD,5.0,87.457,1,True
1,Australian Grand Prix,PER,24.0,2.0,HARD,6.0,89.284,1,True
1,Australian Grand Prix,PER,25.0,2.0,HARD,7.0,87.093,1,True
1,Australian Grand Prix,PER,26.0,2.0,HARD,8.0,88.588,1,True
1,Australian Grand Prix,PER,27.0,2.0,HARD,9.0,88.352,1,True
1,Australian Grand Prix,PER,28.0,2.0,HARD,10.0,89.249,1,True
1,Australian Grand Prix,PER,29.0,2.0,HARD,11.0,86.934,1,True
1,Australian Grand Prix,PER,30.0,2.0,HARD,12.0,87.419,1,True
1,Australian Grand Prix,PER,31.0,2.0,HARD,13.0,90.506,1,True
1,Australian Grand Prix,PER,32.0,2.0,HARD,14.0,94.972,16,False
1,Australian Grand Prix,PER,33.0,2.0,HARD,15.0,93.478,671,False
1,Australian Grand Prix,PER,34.0,2.0,HARD,16.0,87.151,1,True
1,Australian Grand Prix,PER,35.0,2.0,HARD,17.0,89.226,1,True
1,Australian Grand Prix,PER,36.0,2.0,HARD,18.0,88.891,1,True
1,Australian Grand Prix,PER,37.0,2.0,HARD,19.0,87.081,1,True
1,Australian Grand Prix,PER,38.0,2.0,HARD,20.0,86.93,1,True
1,Australian Grand Prix,PER,39.0,2.0,HARD,21.0,87.099,1,True
1,Australian Grand Prix,PER,40.0,2.0,HARD,22.0,89.198,1,True
1,Australian Grand Prix,PER,41.0,2.0,HARD,23.0,89.219,1,True
1,Australian Grand Prix,PER,42.0,2.0,HARD,24.0,87.956,1,True
1,Australian Grand Prix,PER,43.0,2.0,HARD,25.0,105.049,1,False
1,Australian Grand Prix,PER,44.0,3.0,SOFT,1.0,93.422,1,False
1,Australian Grand Prix,PER,45.0,3.0,SOFT,2.0,86.314,1,True
1,Australian Grand Prix,PER,46.0,3.0,SOFT,3.0,88.095,1,True
1,Australian Grand Prix,PER,47.0,3.0,SOFT,4.0,86.07,1,True
1,Australian Grand Prix,PER,48.0,3.0,SOFT,5.0,86.151,1,True
1,Australian Grand Prix,PER,49.0,3.0,SOFT,6.0,86.21,1,True
1,Australian Grand Prix,PER,50.0,3.0,SOFT,7.0,86.085,1,True
1,Australian Grand Prix,PER,51.0,3.0,SOFT,8.0,86.2,1,True
1,Australian Grand Prix,PER,52.0,3.0,SOFT,9.0,86.412,1,True
1,Australian Grand Prix,PER,53.0,3.0,SOFT,10.0,86.13,1,True
1,Australian Grand Prix,PER,54.0,3.0,SOFT,11.0,89.959,1,True
1,Australian Grand Prix,PER,55.0,3.0,SOFT,12.0,88.957,1,True
1,Australian Grand Prix,ANT,1.0,1.0,MEDIUM,1.0,96.966,1,False
1,Australian Grand Prix,ANT,2.0,1.0,MEDIUM,2.0,87.129,1,False
1,Australian Grand Prix,ANT,3.0,1.0,MEDIUM,3.0,85.463,1,True
1,Australian Grand Prix,ANT,4.0,1.0,MEDIUM,4.0,85.411,1,True
1,Australian Grand Prix,ANT,5.0,1.0,MEDIUM,5.0,84.499,1,True
1,Australian Grand Prix,ANT,6.0,1.0,MEDIUM,6.0,84.024,1,True
1,Australian Grand Prix,ANT,7.0,1.0,MEDIUM,7.0,83.835,1,True
1,Australian Grand Prix,ANT,8.0,1.0,MEDIUM,8.0,83.683,1,True
1,Australian Grand Prix,ANT,9.0,1.0,MEDIUM,9.0,83.908,1,True
1,Australian Grand Prix,ANT,10.0,1.0,MEDIUM,10.0,84.037,1,True
1,Australian Grand Prix,ANT,11.0,1.0,MEDIUM,11.0,83.89,16,False
1,Australian Grand Prix,ANT,12.0,1.0,MEDIUM,12.0,129.682,6,False
1,Australian Grand Prix,ANT,13.0,2.0,HARD,1.0,117.691,67,False
1,Australian Grand Prix,ANT,14.0,2.0,HARD,2.0,86.679,71,False
1,Australian Grand Prix,ANT,15.0,2.0,HARD,3.0,83.287,1,True
1,Australian Grand Prix,ANT,16.0,2.0,HARD,4.0,83.618,1,True
1,Australian Grand Prix,ANT,17.0,2.0,HARD,5.0,83.26,1,True
1,Australian Grand Prix,ANT,18.0,2.0,HARD,6.0,90.982,126,False
1,Australian Grand Prix,ANT,19.0,2.0,HARD,7.0,115.334,6,False
1,Australian Grand Prix,ANT,20.0,2.0,HARD,8.0,88.479,671,False
1,Australian Grand Prix,ANT,21.0,2.0,HARD,9.0,82.781,1,True
1,Australian Grand Prix,ANT,22.0,2.0,HARD,10.0,82.862,1,True
1,Australian Grand Prix,ANT,23.0,2.0,HARD,11.0,82.582,1,True
1,Australian Grand Prix,ANT,24.0,2.0,HARD,12.0,83.222,1,True
1,Australian Grand Prix,ANT,25.0,2.0,HARD,13.0,84.545,1,True
1,Australian Grand Prix,ANT,26.0,2.0,HARD,14.0,83.138,1,True
1,Australian Grand Prix,ANT,27.0,2.0,HARD,15.0,83.103,1,True
1,Australian Grand Prix,ANT,28.0,2.0,HARD,16.0,83.03,1,True
1,Australian Grand Prix,ANT,29.0,2.0,HARD,17.0,82.968,1,True
1,Australian Grand Prix,ANT,30.0,2.0,HARD,18.0,82.889,1,True
1,Australian Grand Prix,ANT,31.0,2.0,HARD,19.0,82.88,1,True
1,Australian Grand Prix,ANT,32.0,2.0,HARD,20.0,83.239,1,True
1,Australian Grand Prix,ANT,33.0,2.0,HARD,21.0,83.017,1,True
1,Australian Grand Prix,ANT,34.0,2.0,HARD,22.0,98.387,167,False
1,Australian Grand Prix,ANT,35.0,2.0,HARD,23.0,83.292,1,True
1,Australian Grand Prix,ANT,36.0,2.0,HARD,24.0,82.865,1,True
1,Australian Grand Prix,ANT,37.0,2.0,HARD,25.0,82.966,1,True
1,Australian Grand Prix,ANT,38.0,2.0,HARD,26.0,82.989,1,True
1,Australian Grand Prix,ANT,39.0,2.0,HARD,27.0,82.921,1,True
1,Australian Grand Prix,ANT,40.0,2.0,HARD,28.0,82.672,1,True
1,Australian Grand Prix,ANT,41.0,2.0,HARD,29.0,82.928,1,True
1,Australian Grand Prix,ANT,42.0,2.0,HARD,30.0,82.942,1,True
1,Australian Grand Prix,ANT,43.0,2.0,HARD,31.0,83.015,1,True
1,Australian Grand Prix,ANT,44.0,2.0,HARD,32.0,83.079,1,True
1,Australian Grand Prix,ANT,45.0,2.0,HARD,33.0,83.123,1,True
1,Australian Grand Prix,ANT,46.0,2.0,HARD,34.0,83.038,1,True
1,Australian Grand Prix,ANT,47.0,2.0,HARD,35.0,83.066,1,True
1,Australian Grand Prix,ANT,48.0,2.0,HARD,36.0,82.992,1,True
1,Australian Grand Prix,ANT,49.0,2.0,HARD,37.0,83.245,1,True
1,Australian Grand Prix,ANT,50.0,2.0,HARD,38.0,82.903,1,True
1,Australian Grand Prix,ANT,51.0,2.0,HARD,39.0,82.625,1,True
1,Australian Grand Prix,ANT,52.0,2.0,HARD,40.0,82.558,1,True
1,Australian Grand Prix,ANT,53.0,2.0,HARD,41.0,82.613,1,True
1,Australian Grand Prix,ANT,54.0,2.0,HARD,42.0,82.842,1,True
1,Australian Grand Prix,ANT,55.0,2.0,HARD,43.0,82.928,1,True
1,Australian Grand Prix,ANT,56.0,2.0,HARD,44.0,82.603,1,True
1,Australian Grand Prix,ANT,57.0,2.0,HARD,45.0,82.417,1,True
1,Australian Grand Prix,ANT,58.0,2.0,HARD,46.0,82.653,1,True
1,Australian Grand Prix,ALO,1.0,1.0,SOFT,1.0,98.271,1,False
1,Australian Grand Prix,ALO,2.0,1.0,SOFT,2.0,87.598,1,False
1,Australian Grand Prix,ALO,3.0,1.0,SOFT,3.0,88.035,1,True
1,Australian Grand Prix,ALO,4.0,1.0,SOFT,4.0,87.424,1,True
1,Australian Grand Prix,ALO,5.0,1.0,SOFT,5.0,88.835,1,True
1,Australian Grand Prix,ALO,6.0,1.0,SOFT,6.0,88.763,1,True
1,Australian Grand Prix,ALO,7.0,1.0,SOFT,7.0,87.876,1,True
1,Australian Grand Prix,ALO,8.0,1.0,SOFT,8.0,86.792,1,True
1,Australian Grand Prix,ALO,9.0,1.0,SOFT,9.0,87.04,1,True
1,Australian Grand Prix,ALO,10.0,1.0,SOFT,10.0,87.475,1,True
1,Australian Grand Prix,ALO,11.0,1.0,SOFT,11.0,119.99,16,False
1,Australian Grand Prix,ALO,12.0,2.0,SOFT,1.0,122.34,6,False
1,Australian Grand Prix,ALO,13.0,2.0,SOFT,2.0,,6712,False
1,Australian Grand Prix,ALO,14.0,3.0,SOFT,3.0,98.828,1,False
1,Australian Grand Prix,ALO,15.0,3.0,SOFT,4.0,85.713,1,True
1,Australian Grand Prix,ALO,16.0,3.0,SOFT,5.0,86.131,1,True
1,Australian Grand Prix,ALO,17.0,3.0,SOFT,6.0,86.376,1,True
1,Australian Grand Prix,ALO,18.0,3.0,SOFT,7.0,85.908,1,True
1,Australian Grand Prix,ALO,19.0,3.0,SOFT,8.0,88.14,1,True
1,Australian Grand Prix,ALO,20.0,3.0,SOFT,9.0,86.641,1,True
1,Australian Grand Prix,ALO,21.0,3.0,SOFT,10.0,88.082,1,True
1,Australian Grand Prix,ALO,22.0,3.0,SOFT,11.0,,167,False
1,Australian Grand Prix,LEC,1.0,1.0,MEDIUM,1.0,91.929,1,False
1,Australian Grand Prix,LEC,2.0,1.0,MEDIUM,2.0,86.212,1,False
1,Australian Grand Prix,LEC,3.0,1.0,MEDIUM,3.0,85.453,1,True
1,Australian Grand Prix,LEC,4.0,1.0,MEDIUM,4.0,84.553,1,True
1,Australian Grand Prix,LEC,5.0,1.0,MEDIUM,5.0,83.981,1,True
1,Australian Grand Prix,LEC,6.0,1.0,MEDIUM,6.0,84.822,1,True
1,Australian Grand Prix,LEC,7.0,1.0,MEDIUM,7.0,84.034,1,True
1,Australian Grand Prix,LEC,8.0,1.0,MEDIUM,8.0,85.563,1,True
1,Australian Grand Prix,LEC,9.0,1.0,MEDIUM,9.0,85.602,1,True
1,Australian Grand Prix,LEC,10.0,1.0,MEDIUM,10.0,83.977,1,True
1,Australian Grand Prix,LEC,11.0,1.0,MEDIUM,11.0,83.798,1,True
1,Australian Grand Prix,LEC,12.0,1.0,MEDIUM,12.0,114.008,16,False
1,Australian Grand Prix,LEC,13.0,1.0,MEDIUM,13.0,115.178,6,False
1,Australian Grand Prix,LEC,14.0,1.0,MEDIUM,14.0,90.489,671,False
1,Australian Grand Prix,LEC,15.0,1.0,MEDIUM,15.0,83.765,1,True
1,Australian Grand Prix,LEC,16.0,1.0,MEDIUM,16.0,83.511,1,True
1,Australian Grand Prix,LEC,17.0,1.0,MEDIUM,17.0,84.356,1,True
1,Australian Grand Prix,LEC,18.0,1.0,MEDIUM,18.0,89.602,126,False
1,Australian Grand Prix,LEC,19.0,1.0,MEDIUM,19.0,113.653,6,False
1,Australian Grand Prix,LEC,20.0,1.0,MEDIUM,20.0,93.183,671,False
1,Australian Grand Prix,LEC,21.0,1.0,MEDIUM,21.0,83.322,1,True
1,Australian Grand Prix,LEC,22.0,1.0,MEDIUM,22.0,83.416,1,True
1,Australian Grand Prix,LEC,23.0,1.0,MEDIUM,23.0,83.476,1,True
1,Australian Grand Prix,LEC,24.0,1.0,MEDIUM,24.0,83.66,1,True
1,Australian Grand Prix,LEC,25.0,1.0,MEDIUM,25.0,97.834,1,False
1,Australian Grand Prix,LEC,26.0,2.0,HARD,1.0,89.317,1,False
1,Australian Grand Prix,LEC,27.0,2.0,HARD,2.0,83.106,1,True
1,Australian Grand Prix,LEC,28.0,2.0,HARD,3.0,83.089,1,True
1,Australian Grand Prix,LEC,29.0,2.0,HARD,4.0,82.987,1,True
1,Australian Grand Prix,LEC,30.0,2.0,HARD,5.0,83.026,1,True
1,Australian Grand Prix,LEC,31.0,2.0,HARD,6.0,82.934,1,True
1,Australian Grand Prix,LEC,32.0,2.0,HARD,7.0,82.947,1,True
1,Australian Grand Prix,LEC,33.0,2.0,HARD,8.0,83.174,1,True
1,Australian Grand Prix,LEC,34.0,2.0,HARD,9.0,98.516,167,False
1,Australian Grand Prix,LEC,35.0,2.0,HARD,10.0,83.542,1,True
1,Australian Grand Prix,LEC,36.0,2.0,HARD,11.0,84.376,1,True
1,Australian Grand Prix,LEC,37.0,2.0,HARD,12.0,83.236,1,True
1,Australian Grand Prix,LEC,38.0,2.0,HARD,13.0,82.579,1,True
1,Australian Grand Prix,LEC,39.0,2.0,HARD,14.0,82.728,1,True
1,Australian Grand Prix,LEC,40.0,2.0,HARD,15.0,82.93,1,True
1,Australian Grand Prix,LEC,41.0,2.0,HARD,16.0,82.995,1,True
1,Australian Grand Prix,LEC,42.0,2.0,HARD,17.0,82.846,1,True
1,Australian Grand Prix,LEC,43.0,2.0,HARD,18.0,82.75,1,True
1,Australian Grand Prix,LEC,44.0,2.0,HARD,19.0,83.094,1,True
1,Australian Grand Prix,LEC,45.0,2.0,HARD,20.0,83.16,1,True
1,Australian Grand Prix,LEC,46.0,2.0,HARD,21.0,82.894,1,True
1,Australian Grand Prix,LEC,47.0,2.0,HARD,22.0,82.952,1,True
1,Australian Grand Prix,LEC,48.0,2.0,HARD,23.0,82.899,1,True
1,Australian Grand Prix,LEC,49.0,2.0,HARD,24.0,83.364,1,True
1,Australian Grand Prix,LEC,50.0,2.0,HARD,25.0,83.2,1,True
1,Australian Grand Prix,LEC,51.0,2.0,HARD,26.0,82.989,1,True
1,Australian Grand Prix,LEC,52.0,2.0,HARD,27.0,83.049,1,True
1,Australian Grand Prix,LEC,53.0,2.0,HARD,28.0,83.014,1,True
1,Australian Grand Prix,LEC,54.0,2.0,HARD,29.0,83.045,1,True
1,Australian Grand Prix,LEC,55.0,2.0,HARD,30.0,82.825,1,True
1,Australian Grand Prix,LEC,56.0,2.0,HARD,31.0,82.965,1,True
1,Australian Grand Prix,LEC,57.0,2.0,HARD,32.0,83.098,1,True
1,Australian Grand Prix,LEC,58.0,2.0,HARD,33.0,83.317,1,True
1,Australian Grand Prix,STR,1.0,1.0,MEDIUM,1.0,103.37,1,False
1,Australian Grand Prix,STR,2.0,1.0,MEDIUM,2.0,88.773,1,False
1,Australian Grand Prix,STR,3.0,1.0,MEDIUM,3.0,88.58,1,True
1,Australian Grand Prix,STR,4.0,1.0,MEDIUM,4.0,88.079,1,True
1,Australian Grand Prix,STR,5.0,1.0,MEDIUM,5.0,88.185,1,True
1,Australian Grand Prix,STR,6.0,1.0,MEDIUM,6.0,88.202,1,True
1,Australian Grand Prix,STR,7.0,1.0,MEDIUM,7.0,87.987,1,True
1,Australian Grand Prix,STR,8.0,1.0,MEDIUM,8.0,87.644,1,True
1,Australian Grand Prix,STR,9.0,1.0,MEDIUM,9.0,88.072,1,True
1,Australian Grand Prix,STR,10.0,1.0,MEDIUM,10.0,87.614,1,True
1,Australian Grand Prix,STR,11.0,1.0,MEDIUM,11.0,132.251,16,False
1,Australian Grand Prix,STR,12.0,2.0,HARD,1.0,118.206,6,False
1,Australian Grand Prix,STR,13.0,2.0,HARD,2.0,98.945,671,False
1,Australian Grand Prix,STR,14.0,2.0,HARD,3.0,87.008,1,True
1,Australian Grand Prix,STR,15.0,2.0,HARD,4.0,86.872,1,True
1,Australian Grand Prix,STR,16.0,2.0,HARD,5.0,87.37,1,True
1,Australian Grand Prix,STR,17.0,2.0,HARD,6.0,90.502,126,False
1,Australian Grand Prix,STR,18.0,2.0,HARD,7.0,114.0,6,False
1,Australian Grand Prix,STR,19.0,2.0,HARD,8.0,99.887,671,False
1,Australian Grand Prix,STR,20.0,2.0,HARD,9.0,88.097,1,True
1,Australian Grand Prix,STR,21.0,2.0,HARD,10.0,87.915,1,True
1,Australian Grand Prix,STR,22.0,2.0,HARD,11.0,87.48,1,True
1,Australian Grand Prix,STR,23.0,2.0,HARD,12.0,87.511,1,True
1,Australian Grand Prix,STR,24.0,2.0,HARD,13.0,87.122,1,True
1,Australian Grand Prix,STR,25.0,2.0,HARD,14.0,89.033,1,True
1,Australian Grand Prix,STR,26.0,2.0,HARD,15.0,118.866,1,False
1,Australian Grand Prix,STR,27.0,3.0,SOFT,1.0,97.514,1,False
1,Australian Grand Prix,STR,28.0,3.0,SOFT,2.0,86.074,1,True
1,Australian Grand Prix,STR,29.0,3.0,SOFT,3.0,86.064,1,True
1,Australian Grand Prix,STR,30.0,3.0,SOFT,4.0,87.416,1,True
1,Australian Grand Prix,STR,31.0,3.0,SOFT,5.0,86.387,1,True
1,Australian Grand Prix,STR,32.0,3.0,SOFT,6.0,102.468,167,False
1,Australian Grand Prix,STR,33.0,3.0,SOFT,7.0,86.528,1,True
1,Australian Grand Prix,STR,34.0,3.0,SOFT,8.0,,1,False
