season,round,circuit,driver,team,grid,laps_completed,total_laps,status
2020,6,Barcelona,MAG,Haas F1 Team,16,65,66,+1 Lap
2020,6,Barcelona,GIO,Alfa Romeo Racing,20,65,66,+1 Lap
2020,6,Barcelona,RUS,Williams,18,65,66,+1 Lap
2020,6,Barcelona,LAT,Williams,19,64,66,+2 Laps
2020,6,Barcelona,GRO,Haas F1 Team,17,64,66,+2 Laps
2020,6,Barcelona,LEC,Ferrari,9,38,66,Electronics
2020,7,Spa-Francorchamps,HAM,Mercedes,1,44,44,Finished
2020,7,Spa-Francorchamps,BOT,Mercedes,2,44,44,Finished
2020,7,Spa-Francorchamps,VER,Red Bull Racing,3,44,44,Finished
2020,7,Spa-Francorchamps,RIC,Renault,4,44,44,Finished
2020,7,Spa-Francorchamps,OCO,Renault,6,44,44,Finished
2020,7,Spa-Francorchamps,ALB,Red Bull Racing,5,44,44,Finished
2020,7,Spa-Francorchamps,NOR,McLaren,10,44,44,Finished
2020,7,Spa-Francorchamps,GAS,AlphaTauri,12,44,44,Finished
2020,7,Spa-Francorchamps,STR,Racing Point,9,44,44,Finished
2020,7,Spa-Francorchamps,PER,Racing Point,8,44,44,Finished
2020,7,Spa-Francorchamps,KVY,AlphaTauri,11,44,44,Finished
2020,7,Spa-Francorchamps,RAI,Alfa Romeo Racing,16,44,44,Finished
2020,7,Spa-Francorchamps,VET,Ferrari,14,44,44,Finished
2020,7,Spa-Francorchamps,LEC,Ferrari,13,44,44,Finished
2020,7,Spa-Francorchamps,GRO,Haas F1 Team,17,44,44,Finished
2020,7,Spa-Francorchamps,LAT,Williams,19,44,44,Finished
2020,7,Spa-Francorchamps,MAG,Haas F1 Team,20,44,44,Finished
2020,7,Spa-Francorchamps,GIO,Alfa Romeo Racing,18,10,44,Accident
2020,7,Spa-Francorchamps,RUS,Williams,15,10,44,Debris
2020,7,Spa-Francorchamps,SAI,McLaren,7,0,44,Exhaust
2020,8,Monza,GAS,AlphaTauri,10,53,53,Finished
2020,8,Monza,SAI,McLaren,3,53,53,Finished
2020,8,Monza,STR,Racing Point,8,53,53,Finished
2020,8,Monza,NOR,McLaren,6,53,53,Finished
2020,8,Monza,BOT,Mercedes,2,53,53,Finished
2020,8,Monza,RIC,Renault,7,53,53,Finished
2020,8,Monza,HAM,Mercedes,1,53,53,Finished
2020,8,Monza,OCO,Renault,12,53,53,Finished
2020,8,Monza,KVY,AlphaTauri,11,53,53,Finished
2020,8,Monza,PER,Racing Point,4,53,53,Finished
2020,8,Monza,LAT,Williams,20,53,53,Finished
2020,8,Monza,GRO,Haas F1 Team,16,53,53,Finished
2020,8,Monza,RAI,Alfa Romeo Racing,14,53,53,Finished
2020,8,Monza,RUS,Williams,19,53,53,Finished
2020,8,Monza,ALB,Red Bull Racing,9,53,53,Finished
2020,8,Monza,GIO,Alfa Romeo Racing,18,53,53,Finished
2020,8,Monza,VER,Red Bull Racing,5,30,53,Power Unit
2020,8,Monza,LEC,Ferrari,13,24,53,Accident
2020,8,Monza,MAG,Haas F1 Team,15,18,53,Power Unit
2020,8,Monza,VET,Ferrari,17,6,53,Brakes
2020,9,Mugello,HAM,Mercedes,1,59,59,Finished
2020,9,Mugello,BOT,Mercedes,2,59,59,Finished
2020,9,Mugello,ALB,Red Bull Racing,4,59,59,Finished
2020,9,Mugello,RIC,Renault,8,59,59,Finished
2020,9,Mugello,PER,Racing Point,7,59,59,Finished
2020,9,Mugello,NOR,McLaren,11,59,59,Finished
2020,9,Mugello,KVY,AlphaTauri,12,59,59,Finished
2020,9,Mugello,LEC,Ferrari,5,59,59,Finished
2020,9,Mugello,RAI,Alfa Romeo Racing,13,59,59,Finished
2020,9,Mugello,VET,Ferrari,14,59,59,Finished
2020,9,Mugello,RUS,Williams,18,59,59,Finished
2020,9,Mugello,GRO,Haas F1 Team,15,59,59,Finished
2020,9,Mugello,STR,Racing Point,6,43,59,Puncture
2020,9,Mugello,OCO,Renault,10,8,59,Brakes
2020,9,Mugello,LAT,Williams,19,7,59,Collision
2020,9,Mugello,MAG,Haas F1 Team,20,6,59,Collision
2020,9,Mugello,GIO,Alfa Romeo Racing,17,6,59,Collision
2020,9,Mugello,SAI,McLaren,9,6,59,Collision
2020,9,Mugello,VER,Red Bull Racing,3,1,59,Collision
2020,9,Mugello,GAS,AlphaTauri,16,1,59,Collision
2020,10,Sochi,BOT,Mercedes,3,53,53,Finished
2020,10,Sochi,VER,Red Bull Racing,2,53,53,Finished
2020,10,Sochi,HAM,Mercedes,1,53,53,Finished
2020,10,Sochi,PER,Racing Point,4,53,53,Finished
2020,10,Sochi,RIC,Renault,5,53,53,Finished
2020,10,Sochi,LEC,Ferrari,10,53,53,Finished
2020,10,Sochi,OCO,Renault,7,53,53,Finished
2020,10,Sochi,KVY,AlphaTauri,11,53,53,Finished
2020,10,Sochi,GAS,AlphaTauri,9,53,53,Finished
2020,10,Sochi,ALB,Red Bull Racing,15,53,53,Finished
2020,10,Sochi,GIO,Alfa Romeo Racing,17,52,53,+1 Lap
2020,10,Sochi,MAG,Haas F1 Team,18,52,53,+1 Lap
2020,10,Sochi,VET,Ferrari,14,52,53,+1 Lap
2020,10,Sochi,RAI,Alfa Romeo Racing,19,52,53,+1 Lap
2020,10,Sochi,NOR,McLaren,8,52,53,+1 Lap
2020,10,Sochi,LAT,Williams,20,52,53,+1 Lap
2020,10,Sochi,GRO,Haas F1 Team,16,52,53,+1 Lap
2020,10,Sochi,RUS,Williams,13,52,53,+1 Lap
2020,10,Sochi,SAI,McLaren,6,1,53,Accident
2020,10,Sochi,STR,Racing Point,12,1,53,Collision
2020,11,Nürburgring,HAM,Mercedes,2,60,60,Finished
2020,11,Nürburgring,VER,Red Bull Racing,3,60,60,Finished
2020,11,Nürburgring,RIC,Renault,6,60,60,Finished
2020,11,Nürburgring,PER,Racing Point,9,60,60,Finished
2020,11,Nürburgring,SAI,McLaren,10,60,60,Finished
2020,11,Nürburgring,GAS,AlphaTauri,12,60,60,Finished
2020,11,Nürburgring,LEC,Ferrari,4,60,60,Finished
2020,11,Nürburgring,HUL,Racing Point,20,60,60,Finished
2020,11,Nürburgring,GRO,Haas F1 Team,16,60,60,Finished
2020,11,Nürburgring,GIO,Alfa Romeo Racing,14,60,60,Finished
2020,11,Nürburgring,VET,Ferrari,11,60,60,Finished
2020,11,Nürburgring,RAI,Alfa Romeo Racing,19,60,60,Finished
2020,11,Nürburgring,MAG,Haas F1 Team,15,60,60,Finished
2020,11,Nürburgring,LAT,Williams,18,60,60,Finished
2020,11,Nürburgring,KVY,AlphaTauri,13,60,60,Finished
2020,11,Nürburgring,NOR,McLaren,8,43,60,Power Unit
2020,11,Nürburgring,ALB,Red Bull Racing,5,23,60,Radiator
2020,11,Nürburgring,OCO,Renault,7,22,60,Gearbox
2020,11,Nürburgring,BOT,Mercedes,1,18,60,Power Unit
2020,11,Nürburgring,RUS,Williams,17,13,60,Collision
2020,12,Portimão,HAM,Mercedes,1,66,66,Finished
2020,12,Portimão,BOT,Mercedes,2,66,66,Finished
2020,12,Portimão,VER,Red Bull Racing,3,66,66,Finished
2020,12,Portimão,LEC,Ferrari,4,66,66,Finished
2020,12,Portimão,GAS,AlphaTauri,9,65,66,+1 Lap
2020,12,Portimão,SAI,McLaren,7,65,66,+1 Lap
2020,12,Portimão,PER,Racing Point,5,65,66,+1 Lap
2020,12,Portimão,OCO,Renault,11,65,66,+1 Lap
2020,12,Portimão,RIC,Renault,10,65,66,+1 Lap
2020,12,Portimão,VET,Ferrari,15,65,66,+1 Lap
2020,12,Portimão,RAI,Alfa Romeo Racing,16,65,66,+1 Lap
2020,12,Portimão,ALB,Red Bull Racing,6,65,66,+1 Lap
2020,12,Portimão,NOR,McLaren,8,65,66,+1 Lap
2020,12,Portimão,RUS,Williams,14,65,66,+1 Lap
2020,12,Portimão,GIO,Alfa Romeo Racing,17,65,66,+1 Lap
2020,12,Portimão,MAG,Haas F1 Team,19,65,66,+1 Lap
2020,12,Portimão,GRO,Haas F1 Team,18,65,66,+1 Lap
2020,12,Portimão,LAT,Williams,20,64,66,+2 Laps
2020,12,Portimão,KVY,AlphaTauri,13,64,66,+2 Laps
2020,12,Portimão,STR,Racing Point,12,51,66,Collision damage
2020,13,Imola,HAM,Mercedes,2,63,63,Finished
2020,13,Imola,BOT,Mercedes,1,63,63,Finished
2020,13,Imola,RIC,Renault,5,63,63,Finished
2020,13,Imola,KVY,AlphaTauri,8,63,63,Finished
2020,13,Imola,LEC,Ferrari,7,63,63,Finished
2020,13,Imola,PER,Racing Point,11,63,63,Finished
2020,13,Imola,SAI,McLaren,10,63,63,Finished
2020,13,Imola,NOR,McLaren,9,63,63,Finished
2020,13,Imola,RAI,Alfa Romeo Racing,18,63,63,Finished
2020,13,Imola,GIO,Alfa Romeo Racing,20,63,63,Finished
2020,13,Imola,LAT,Williams,19,63,63,Finished
2020,13,Imola,VET,Ferrari,14,63,63,Finished
2020,13,Imola,STR,Racing Point,15,63,63,Finished
2020,13,Imola,GRO,Haas F1 Team,16,63,63,Finished
2020,13,Imola,ALB,Red Bull Racing,6,63,63,Finished
2020,13,Imola,RUS,Williams,13,52,63,Accident
2020,13,Imola,VER,Red Bull Racing,3,51,63,Puncture
2020,13,Imola,MAG,Haas F1 Team,17,47,63,Illness
2020,13,Imola,OCO,Renault,12,28,63,Gearbox
2020,13,Imola,GAS,AlphaTauri,4,8,63,Water pressure
2020,14,Istanbul,HAM,Mercedes,6,58,58,Finished
2020,14,Istanbul,PER,Racing Point,3,58,58,Finished
2020,14,Istanbul,VET,Ferrari,11,58,58,Finished
2020,14,Istanbul,LEC,Ferrari,12,58,58,Finished
2020,14,Istanbul,SAI,McLaren,15,58,58,Finished
2020,14,Istanbul,VER,Red Bull Racing,2,58,58,Finished
2020,14,Istanbul,ALB,Red Bull Racing,4,58,58,Finished
2020,14,Istanbul,NOR,McLaren,14,58,58,Finished
2020,14,Istanbul,STR,Racing Point,1,58,58,Finished
2020,14,Istanbul,RIC,Renault,5,58,58,Finished
2020,14,Istanbul,OCO,Renault,7,57,58,+1 Lap
2020,14,Istanbul,KVY,AlphaTauri,16,57,58,+1 Lap
2020,14,Istanbul,GAS,AlphaTauri,19,57,58,+1 Lap
2020,14,Istanbul,BOT,Mercedes,9,57,58,+1 Lap
2020,14,Istanbul,RAI,Alfa Romeo Racing,8,57,58,+1 Lap
2020,14,Istanbul,RUS,Williams,20,57,58,+1 Lap
2020,14,Istanbul,MAG,Haas F1 Team,13,55,58,Withdrew
2020,14,Istanbul,GRO,Haas F1 Team,17,49,58,Collision damage
2020,14,Istanbul,LAT,Williams,20,39,58,Collision damage
2020,14,Istanbul,GIO,Alfa Romeo Racing,10,12,58,Gearbox
2020,15,Sakhir,HAM,Mercedes,1,57,57,Finished
2020,15,Sakhir,VER,Red Bull Racing,3,57,57,Finished
2020,15,Sakhir,ALB,Red Bull Racing,4,57,57,Finished
2020,15,Sakhir,NOR,McLaren,9,57,57,Finished
2020,15,Sakhir,SAI,McLaren,15,57,57,Finished
2020,15,Sakhir,GAS,AlphaTauri,8,57,57,Finished
2020,15,Sakhir,RIC,Renault,6,57,57,Finished
2020,15,Sakhir,BOT,Mercedes,2,57,57,Finished
2020,15,Sakhir,OCO,Renault,7,57,57,Finished
2020,15,Sakhir,LEC,Ferrari,12,56,57,+1 Lap
2020,15,Sakhir,KVY,AlphaTauri,10,56,57,+1 Lap
2020,15,Sakhir,RUS,Williams,14,56,57,+1 Lap
2020,15,Sakhir,VET,Ferrari,11,56,57,+1 Lap
2020,15,Sakhir,LAT,Williams,20,56,57,+1 Lap
2020,15,Sakhir,RAI,Alfa Romeo Racing,17,56,57,+1 Lap
2020,15,Sakhir,GIO,Alfa Romeo Racing,16,56,57,+1 Lap
2020,15,Sakhir,MAG,Haas F1 Team,18,56,57,+1 Lap
2020,15,Sakhir,PER,Racing Point,5,54,57,Engine
2020,15,Sakhir,STR,Racing Point,13,3,57,Collision
2020,15,Sakhir,GRO,Haas F1 Team,19,1,57,Collision
2020,16,Sakhir,PER,Racing Point,5,87,87,Finished
2020,16,Sakhir,OCO,Renault,11,87,87,Finished
2020,16,Sakhir,STR,Racing Point,10,87,87,Finished
2020,16,Sakhir,SAI,McLaren,8,87,87,Finished
2020,16,Sakhir,RIC,Renault,7,87,87,Finished
2020,16,Sakhir,ALB,Red Bull Racing,12,87,87,Finished
2020,16,Sakhir,KVY,AlphaTauri,6,87,87,Finished
2020,16,Sakhir,BOT,Mercedes,1,87,87,Finished
2020,16,Sakhir,RUS,Mercedes,2,87,87,Finished
2020,16,Sakhir,NOR,McLaren,19,87,87,Finished
2020,16,Sakhir,GAS,AlphaTauri,9,87,87,Finished
2020,16,Sakhir,VET,Ferrari,13,87,87,Finished
2020,16,Sakhir,GIO,Alfa Romeo Racing,14,87,87,Finished
2020,16,Sakhir,RAI,Alfa Romeo Racing,18,87,87,Finished
2020,16,Sakhir,MAG,Haas F1 Team,15,87,87,Finished
2020,16,Sakhir,AIT,Williams,17,87,87,Finished
2020,16,Sakhir,FIT,Haas F1 Team,20,87,87,Finished
2020,16,Sakhir,LAT,Williams,16,53,87,Engine
2020,16,Sakhir,VER,Red Bull Racing,3,1,87,Accident
2020,16,Sakhir,LEC,Ferrari,4,1,87,Collision
2020,17,Yas Island,VER,Red Bull Racing,1,55,55,Finished
2020,17,Yas Island,BOT,Mercedes,2,55,55,Finished
2020,17,Yas Island,HAM,Mercedes,3,55,55,Finished
2020,17,Yas Island,ALB,Red Bull Racing,5,55,55,Finished
2020,17,Yas Island,NOR,McLaren,4,55,55,Finished
2020,17,Yas Island,SAI,McLaren,6,55,55,Finished
2020,17,Yas Island,RIC,Renault,11,55,55,Finished
2020,17,Yas Island,GAS,AlphaTauri,9,55,55,Finished
2020,17,Yas Island,OCO,Renault,10,55,55,Finished
2020,17,Yas Island,STR,Racing Point,8,55,55,Finished
2020,17,Yas Island,KVY,AlphaTauri,7,54,55,+1 Lap
2020,17,Yas Island,RAI,Alfa Romeo Racing,15,54,55,+1 Lap
2020,17,Yas Island,LEC,Ferrari,12,54,55,+1 Lap
2020,17,Yas Island,VET,Ferrari,13,54,55,+1 Lap
2020,17,Yas Island,RUS,Williams,16,54,55,+1 Lap
2020,17,Yas Island,GIO,Alfa Romeo Racing,14,54,55,+1 Lap
2020,17,Yas Island,LAT,Williams,18,54,55,+1 Lap
2020,17,Yas Island,MAG,Haas F1 Team,20,54,55,+1 Lap
2020,17,Yas Island,FIT,Haas F1 Team,17,53,55,+2 Laps
2020,17,Yas Island,PER,Racing Point,19,9,55,Transmission
2021,1,Sakhir,HAM,Mercedes,2,56,56,Finished
2021,1,Sakhir,VER,Red Bull Racing,1,56,56,Finished
2021,1,Sakhir,BOT,Mercedes,3,56,56,Finished
2021,1,Sakhir,NOR,McLaren,7,56,56,Finished
2021,1,Sakhir,PER,Red Bull Racing,20,56,56,Finished
2021,1,Sakhir,LEC,Ferrari,4,56,56,Finished
2021,1,Sakhir,RIC,McLaren,6,56,56,Finished
2021,1,Sakhir,SAI,Ferrari,8,56,56,Finished
2021,1,Sakhir,TSU,AlphaTauri,13,56,56,Finished
2021,1,Sakhir,STR,Aston Martin,10,56,56,Finished
2021,1,Sakhir,RAI,Alfa Romeo Racing,14,56,56,Finished
2021,1,Sakhir,GIO,Alfa Romeo Racing,12,55,56,+1 Lap
2021,1,Sakhir,OCO,Alpine,16,55,56,+1 Lap
2021,1,Sakhir,RUS,Williams,15,55,56,+1 Lap
2021,1,Sakhir,VET,Aston Martin,20,55,56,+1 Lap
2021,1,Sakhir,MSC,Haas F1 Team,18,55,56,+1 Lap
2021,1,Sakhir,GAS,AlphaTauri,5,52,56,Retired
2021,1,Sakhir,LAT,Williams,17,51,56,Retired
2021,1,Sakhir,ALO,Alpine,9,32,56,Brakes
2021,1,Sakhir,MAZ,Haas F1 Team,19,1,56,Accident
2021,2,Imola,VER,Red Bull Racing,3,63,63,Finished
2021,2,Imola,HAM,Mercedes,1,63,63,Finished
2021,2,Imola,NOR,McLaren,7,63,63,Finished
2021,2,Imola,LEC,Ferrari,4,63,63,Finished
2021,2,Imola,SAI,Ferrari,11,63,63,Finished
2021,2,Imola,RIC,McLaren,6,63,63,Finished
2021,2,Imola,GAS,AlphaTauri,5,63,63,Finished
2021,2,Imola,STR,Aston Martin,10,63,63,Finished
2021,2,Imola,OCO,Alpine,9,63,63,Finished
2021,2,Imola,ALO,Alpine,15,63,63,Finished
2021,2,Imola,PER,Red Bull Racing,2,63,63,Finished
2021,2,Imola,TSU,AlphaTauri,20,63,63,Finished
2021,2,Imola,RAI,Alfa Romeo Racing,16,63,63,Finished
2021,2,Imola,GIO,Alfa Romeo Racing,17,62,63,+1 Lap
2021,2,Imola,VET,Aston Martin,20,61,63,Gearbox
2021,2,Imola,MSC,Haas F1 Team,18,61,63,+2 Laps
2021,2,Imola,MAZ,Haas F1 Team,19,61,63,+2 Laps
2021,2,Imola,BOT,Mercedes,8,31,63,Collision
2021,2,Imola,RUS,Williams,12,31,63,Collision
2021,2,Imola,LAT,Williams,14,1,63,Collision
2021,3,Portimão,HAM,Mercedes,2,66,66,Finished
2021,3,Portimão,VER,Red Bull Racing,3,66,66,Finished
2021,3,Portimão,BOT,Mercedes,1,66,66,Finished
2021,3,Portimão,PER,Red Bull Racing,4,66,66,Finished
2021,3,Portimão,NOR,McLaren,7,66,66,Finished
2021,3,Portimão,LEC,Ferrari,8,66,66,Finished
2021,3,Portimão,OCO,Alpine,6,66,66,Finished
2021,3,Portimão,ALO,Alpine,13,66,66,Finished
2021,3,Portimão,RIC,McLaren,16,66,66,Finished
2021,3,Portimão,GAS,AlphaTauri,9,66,66,Finished
2021,3,Portimão,SAI,Ferrari,5,66,66,Finished
2021,3,Portimão,GIO,Alfa Romeo Racing,12,65,66,+1 Lap
2021,3,Portimão,VET,Aston Martin,10,65,66,+1 Lap
2021,3,Portimão,STR,Aston Martin,17,65,66,+1 Lap
2021,3,Portimão,TSU,AlphaTauri,14,65,66,+1 Lap
2021,3,Portimão,RUS,Williams,11,65,66,+1 Lap
2021,3,Portimão,MSC,Haas F1 Team,19,64,66,+2 Laps
2021,3,Portimão,LAT,Williams,18,64,66,+2 Laps
2021,3,Portimão,MAZ,Haas F1 Team,20,64,66,+2 Laps
2021,3,Portimão,RAI,Alfa Romeo Racing,15,2,66,Collision damage
2021,4,Barcelona,HAM,Mercedes,1,66,66,Finished
2021,4,Barcelona,VER,Red Bull Racing,2,66,66,Finished
2021,4,Barcelona,BOT,Mercedes,3,66,66,Finished
2021,4,Barcelona,LEC,Ferrari,4,66,66,Finished
2021,4,Barcelona,PER,Red Bull Racing,8,66,66,Finished
2021,4,Barcelona,RIC,McLaren,7,66,66,Finished
2021,4,Barcelona,SAI,Ferrari,6,66,66,Finished
2021,4,Barcelona,NOR,McLaren,9,65,66,+1 Lap
2021,4,Barcelona,OCO,Alpine,5,65,66,+1 Lap
2021,4,Barcelona,GAS,AlphaTauri,12,65,66,+1 Lap
2021,4,Barcelona,STR,Aston Martin,11,65,66,+1 Lap
2021,4,Barcelona,RAI,Alfa Romeo Racing,17,65,66,+1 Lap
2021,4,Barcelona,VET,Aston Martin,13,65,66,+1 Lap
2021,4,Barcelona,RUS,Williams,15,65,66,+1 Lap
2021,4,Barcelona,GIO,Alfa Romeo Racing,14,65,66,+1 Lap
2021,4,Barcelona,LAT,Williams,19,65,66,+1 Lap
2021,4,Barcelona,ALO,Alpine,10,65,66,+1 Lap
2021,4,Barcelona,MSC,Haas F1 Team,18,64,66,+2 Laps
2021,4,Barcelona,MAZ,Haas F1 Team,20,64,66,+2 Laps
2021,4,Barcelona,TSU,AlphaTauri,16,7,66,Electrical
2021,5,Monte Carlo,VER,Red Bull Racing,2,78,78,Finished
2021,5,Monte Carlo,SAI,Ferrari,4,78,78,Finished
2021,5,Monte Carlo,NOR,McLaren,5,78,78,Finished
2021,5,Monte Carlo,PER,Red Bull Racing,9,78,78,Finished
2021,5,Monte Carlo,VET,Aston Martin,8,78,78,Finished
2021,5,Monte Carlo,GAS,AlphaTauri,6,78,78,Finished
2021,5,Monte Carlo,HAM,Mercedes,7,78,78,Finished
2021,5,Monte Carlo,STR,Aston Martin,13,77,78,+1 Lap
2021,5,Monte Carlo,OCO,Alpine,11,77,78,+1 Lap
2021,5,Monte Carlo,GIO,Alfa Romeo Racing,10,77,78,+1 Lap
2021,5,Monte Carlo,RAI,Alfa Romeo Racing,14,77,78,+1 Lap
2021,5,Monte Carlo,RIC,McLaren,12,77,78,+1 Lap
2021,5,Monte Carlo,ALO,Alpine,17,77,78,+1 Lap
2021,5,Monte Carlo,RUS,Williams,15,77,78,+1 Lap
2021,5,Monte Carlo,LAT,Williams,18,77,78,+1 Lap
2021,5,Monte Carlo,TSU,AlphaTauri,16,77,78,+1 Lap
2021,5,Monte Carlo,MAZ,Haas F1 Team,19,75,78,+3 Laps
2021,5,Monte Carlo,MSC,Haas F1 Team,20,75,78,+3 Laps
2021,5,Monte Carlo,BOT,Mercedes,3,30,78,Wheel nut
2021,5,Monte Carlo,LEC,Ferrari,1,0,78,Driveshaft
2021,6,Baku,PER,Red Bull Racing,6,51,51,Finished
2021,6,Baku,VET,Aston Martin,11,51,51,Finished
2021,6,Baku,GAS,AlphaTauri,4,51,51,Finished
2021,6,Baku,LEC,Ferrari,1,51,51,Finished
2021,6,Baku,NOR,McLaren,9,51,51,Finished
2021,6,Baku,ALO,Alpine,8,51,51,Finished
2021,6,Baku,TSU,AlphaTauri,7,51,51,Finished
2021,6,Baku,SAI,Ferrari,5,51,51,Finished
2021,6,Baku,RIC,McLaren,13,51,51,Finished
2021,6,Baku,RAI,Alfa Romeo Racing,14,51,51,Finished
2021,6,Baku,GIO,Alfa Romeo Racing,20,51,51,Finished
2021,6,Baku,BOT,Mercedes,10,51,51,Finished
2021,6,Baku,MSC,Haas F1 Team,17,51,51,Finished
2021,6,Baku,MAZ,Haas F1 Team,18,51,51,Finished
2021,6,Baku,HAM,Mercedes,2,51,51,Finished
2021,6,Baku,LAT,Williams,16,51,51,Finished
2021,6,Baku,RUS,Williams,15,48,51,Gearbox
2021,6,Baku,VER,Red Bull Racing,3,46,51,Accident
2021,6,Baku,STR,Aston Martin,19,30,51,Accident
2021,6,Baku,OCO,Alpine,12,3,51,Turbo
2021,7,Le Castellet,VER,Red Bull Racing,1,53,53,Finished
2021,7,Le Castellet,HAM,Mercedes,2,53,53,Finished
2021,7,Le Castellet,PER,Red Bull Racing,4,53,53,Finished
2021,7,Le Castellet,BOT,Mercedes,3,53,53,Finished
2021,7,Le Castellet,NOR,McLaren,8,53,53,Finished
2021,7,Le Castellet,RIC,McLaren,10,53,53,Finished
2021,7,Le Castellet,GAS,AlphaTauri,6,53,53,Finished
2021,7,Le Castellet,ALO,Alpine,9,53,53,Finished
2021,7,Le Castellet,VET,Aston Martin,12,53,53,Finished
2021,7,Le Castellet,STR,Aston Martin,19,53,53,Finished
2021,7,Le Castellet,SAI,Ferrari,5,53,53,Finished
2021,7,Le Castellet,RUS,Williams,14,52,53,+1 Lap
2021,7,Le Castellet,TSU,AlphaTauri,20,52,53,+1 Lap
2021,7,Le Castellet,OCO,Alpine,11,52,53,+1 Lap
2021,7,Le Castellet,GIO,Alfa Romeo Racing,13,52,53,+1 Lap
2021,7,Le Castellet,LEC,Ferrari,7,52,53,+1 Lap
2021,7,Le Castellet,RAI,Alfa Romeo Racing,17,52,53,+1 Lap
2021,7,Le Castellet,LAT,Williams,16,52,53,+1 Lap
2021,7,Le Castellet,MSC,Haas F1 Team,15,52,53,+1 Lap
2021,7,Le Castellet,MAZ,Haas F1 Team,18,52,53,+1 Lap
2021,8,Spielberg,VER,Red Bull Racing,1,71,71,Finished
2021,8,Spielberg,HAM,Mercedes,2,71,71,Finished
2021,8,Spielberg,BOT,Mercedes,5,71,71,Finished
2021,8,Spielberg,PER,Red Bull Racing,4,71,71,Finished
2021,8,Spielberg,NOR,McLaren,3,70,71,+1 Lap
2021,8,Spielberg,SAI,Ferrari,12,70,71,+1 Lap
2021,8,Spielberg,LEC,Ferrari,7,70,71,+1 Lap
2021,8,Spielberg,STR,Aston Martin,9,70,71,+1 Lap
2021,8,Spielberg,ALO,Alpine,8,70,71,+1 Lap
2021,8,Spielberg,TSU,AlphaTauri,11,70,71,+1 Lap
2021,8,Spielberg,RAI,Alfa Romeo Racing,18,70,71,+1 Lap
2021,8,Spielberg,VET,Aston Martin,14,70,71,+1 Lap
2021,8,Spielberg,RIC,McLaren,13,70,71,+1 Lap
2021,8,Spielberg,OCO,Alpine,17,70,71,+1 Lap
2021,8,Spielberg,GIO,Alfa Romeo Racing,15,70,71,+1 Lap
2021,8,Spielberg,MSC,Haas F1 Team,19,69,71,+2 Laps
2021,8,Spielberg,LAT,Williams,16,68,71,+3 Laps
2021,8,Spielberg,MAZ,Haas F1 Team,20,68,71,+3 Laps
2021,8,Spielberg,RUS,Williams,10,36,71,Engine
2021,8,Spielberg,GAS,AlphaTauri,6,1,71,Collision
2021,9,Spielberg,VER,Red Bull Racing,1,71,71,Finished
2021,9,Spielberg,BOT,Mercedes,5,71,71,Finished
2021,9,Spielberg,NOR,McLaren,2,71,71,Finished
2021,9,Spielberg,HAM,Mercedes,4,71,71,Finished
2021,9,Spielberg,SAI,Ferrari,10,71,71,Finished
2021,9,Spielberg,PER,Red Bull Racing,3,71,71,Finished
2021,9,Spielberg,RIC,McLaren,13,71,71,Finished
2021,9,Spielberg,LEC,Ferrari,12,71,71,Finished
2021,9,Spielberg,GAS,AlphaTauri,6,71,71,Finished
2021,9,Spielberg,ALO,Alpine,14,70,71,+1 Lap
2021,9,Spielberg,RUS,Williams,8,70,71,+1 Lap
2021,9,Spielberg,TSU,AlphaTauri,7,70,71,+1 Lap
2021,9,Spielberg,STR,Aston Martin,9,70,71,+1 Lap
2021,9,Spielberg,GIO,Alfa Romeo Racing,15,70,71,+1 Lap
2021,9,Spielberg,RAI,Alfa Romeo Racing,16,70,71,+1 Lap
2021,9,Spielberg,LAT,Williams,18,70,71,+1 Lap
2021,9,Spielberg,VET,Aston Martin,11,70,71,Collision
2021,9,Spielberg,MSC,Haas F1 Team,19,69,71,+2 Laps
2021,9,Spielberg,MAZ,Haas F1 Team,20,69,71,+2 Laps
2021,9,Spielberg,OCO,Alpine,17,1,71,Collision
2021,10,Silverstone,HAM,Mercedes,2,52,52,Finished
2021,10,Silverstone,LEC,Ferrari,4,52,52,Finished
2021,10,Silverstone,BOT,Mercedes,3,52,52,Finished
2021,10,Silverstone,NOR,McLaren,5,52,52,Finished
2021,10,Silverstone,RIC,McLaren,6,52,52,Finished
2021,10,Silverstone,SAI,Ferrari,10,52,52,Finished
2021,10,Silverstone,ALO,Alpine,7,52,52,Finished
2021,10,Silverstone,STR,Aston Martin,14,52,52,Finished
2021,10,Silverstone,OCO,Alpine,9,52,52,Finished
2021,10,Silverstone,TSU,AlphaTauri,16,52,52,Finished
2021,10,Silverstone,GAS,AlphaTauri,11,52,52,Finished
2021,10,Silverstone,RUS,Williams,12,51,52,+1 Lap
2021,10,Silverstone,GIO,Alfa Romeo Racing,15,51,52,+1 Lap
2021,10,Silverstone,LAT,Williams,17,51,52,+1 Lap
2021,10,Silverstone,RAI,Alfa Romeo Racing,13,51,52,+1 Lap
2021,10,Silverstone,PER,Red Bull Racing,20,51,52,+1 Lap
2021,10,Silverstone,MAZ,Haas F1 Team,19,51,52,+1 Lap
2021,10,Silverstone,MSC,Haas F1 Team,18,51,52,+1 Lap
2021,10,Silverstone,VET,Aston Martin,8,40,52,Retired
2021,10,Silverstone,VER,Red Bull Racing,1,1,52,Collision
2021,11,Budapest,OCO,Alpine,8,70,70,Finished
