season,round,circuit,driver,team,grid,laps_completed,total_laps,status
2021,11,Budapest,HAM,Mercedes,1,70,70,Finished
2021,11,Budapest,SAI,Ferrari,15,70,70,Finished
2021,11,Budapest,ALO,Alpine,9,70,70,Finished
2021,11,Budapest,GAS,AlphaTauri,5,70,70,Finished
2021,11,Budapest,TSU,AlphaTauri,16,70,70,Finished
2021,11,Budapest,LAT,Williams,18,70,70,Finished
2021,11,Budapest,RUS,Williams,17,70,70,Finished
2021,11,Budapest,VER,Red Bull Racing,3,70,70,Finished
2021,11,Budapest,RAI,Alfa Romeo Racing,13,69,70,+1 Lap
2021,11,Budapest,RIC,McLaren,11,69,70,+1 Lap
2021,11,Budapest,MSC,Haas F1 Team,20,69,70,+1 Lap
2021,11,Budapest,GIO,Alfa Romeo Racing,20,69,70,+1 Lap
2021,11,Budapest,MAZ,Haas F1 Team,19,3,70,Collision
2021,11,Budapest,NOR,McLaren,6,2,70,Collision
2021,11,Budapest,BOT,Mercedes,2,1,70,Collision
2021,11,Budapest,PER,Red Bull Racing,4,1,70,Collision
2021,11,Budapest,LEC,Ferrari,7,1,70,Collision
2021,11,Budapest,STR,Aston Martin,12,1,70,Collision
2021,11,Budapest,VET,Aston Martin,10,70,70,Disqualified
2021,12,Spa-Francorchamps,VER,Red Bull Racing,1,3,3,Finished
2021,12,Spa-Francorchamps,RUS,Williams,2,3,3,Finished
2021,12,Spa-Francorchamps,HAM,Mercedes,3,3,3,Finished
2021,12,Spa-Francorchamps,RIC,McLaren,4,3,3,Finished
2021,12,Spa-Francorchamps,VET,Aston Martin,5,3,3,Finished
2021,12,Spa-Francorchamps,GAS,AlphaTauri,6,3,3,Finished
2021,12,Spa-Francorchamps,OCO,Alpine,8,3,3,Finished
2021,12,Spa-Francorchamps,LEC,Ferrari,9,3,3,Finished
2021,12,Spa-Francorchamps,LAT,Williams,10,3,3,Finished
2021,12,Spa-Francorchamps,SAI,Ferrari,11,3,3,Finished
2021,12,Spa-Francorchamps,ALO,Alpine,12,3,3,Finished
2021,12,Spa-Francorchamps,BOT,Mercedes,13,3,3,Finished
2021,12,Spa-Francorchamps,GIO,Alfa Romeo Racing,14,3,3,Finished
2021,12,Spa-Francorchamps,NOR,McLaren,15,3,3,Finished
2021,12,Spa-Francorchamps,TSU,AlphaTauri,16,3,3,Finished
2021,12,Spa-Francorchamps,MSC,Haas F1 Team,17,3,3,Finished
2021,12,Spa-Francorchamps,MAZ,Haas F1 Team,18,3,3,Finished
2021,12,Spa-Francorchamps,RAI,Alfa Romeo Racing,20,3,3,Finished
2021,12,Spa-Francorchamps,PER,Red Bull Racing,20,3,3,Finished
2021,12,Spa-Francorchamps,STR,Aston Martin,19,3,3,Finished
2021,13,Zandvoort,VER,Red Bull Racing,1,72,72,Finished
2021,13,Zandvoort,HAM,Mercedes,2,72,72,Finished
2021,13,Zandvoort,BOT,Mercedes,3,72,72,Finished
2021,13,Zandvoort,GAS,AlphaTauri,4,71,72,+1 Lap
2021,13,Zandvoort,LEC,Ferrari,5,71,72,+1 Lap
2021,13,Zandvoort,ALO,Alpine,9,71,72,+1 Lap
2021,13,Zandvoort,SAI,Ferrari,6,71,72,+1 Lap
2021,13,Zandvoort,PER,Red Bull Racing,20,71,72,+1 Lap
2021,13,Zandvoort,OCO,Alpine,8,71,72,+1 Lap
2021,13,Zandvoort,NOR,McLaren,13,71,72,+1 Lap
2021,13,Zandvoort,RIC,McLaren,10,71,72,+1 Lap
2021,13,Zandvoort,STR,Aston Martin,12,70,72,+2 Laps
2021,13,Zandvoort,VET,Aston Martin,15,70,72,+2 Laps
2021,13,Zandvoort,GIO,Alfa Romeo Racing,7,70,72,+2 Laps
2021,13,Zandvoort,KUB,Alfa Romeo Racing,16,70,72,+2 Laps
2021,13,Zandvoort,LAT,Williams,20,70,72,+2 Laps
2021,13,Zandvoort,RUS,Williams,11,69,72,Gearbox
2021,13,Zandvoort,MSC,Haas F1 Team,17,69,72,+3 Laps
2021,13,Zandvoort,TSU,AlphaTauri,14,48,72,Power Unit
2021,13,Zandvoort,MAZ,Haas F1 Team,18,41,72,Hydraulics
2021,14,Monza,RIC,McLaren,2,53,53,Finished
2021,14,Monza,NOR,McLaren,3,53,53,Finished
2021,14,Monza,BOT,Mercedes,19,53,53,Finished
2021,14,Monza,LEC,Ferrari,5,53,53,Finished
2021,14,Monza,PER,Red Bull Racing,8,53,53,Finished
2021,14,Monza,SAI,Ferrari,6,53,53,Finished
2021,14,Monza,STR,Aston Martin,9,53,53,Finished
2021,14,Monza,ALO,Alpine,10,53,53,Finished
2021,14,Monza,RUS,Williams,14,53,53,Finished
2021,14,Monza,OCO,Alpine,12,53,53,Finished
2021,14,Monza,LAT,Williams,13,53,53,Finished
2021,14,Monza,VET,Aston Martin,11,53,53,Finished
2021,14,Monza,GIO,Alfa Romeo Racing,7,53,53,Finished
2021,14,Monza,KUB,Alfa Romeo Racing,17,53,53,Finished
2021,14,Monza,MSC,Haas F1 Team,18,53,53,Finished
2021,14,Monza,MAZ,Haas F1 Team,16,42,53,Power Unit
2021,14,Monza,HAM,Mercedes,4,25,53,Collision
2021,14,Monza,VER,Red Bull Racing,1,26,53,Collision
2021,14,Monza,GAS,AlphaTauri,20,3,53,Suspension
2021,14,Monza,TSU,AlphaTauri,20,0,53,Brakes
2021,15,Sochi,HAM,Mercedes,4,53,53,Finished
2021,15,Sochi,VER,Red Bull Racing,20,53,53,Finished
2021,15,Sochi,SAI,Ferrari,2,53,53,Finished
2021,15,Sochi,RIC,McLaren,5,53,53,Finished
2021,15,Sochi,BOT,Mercedes,16,53,53,Finished
2021,15,Sochi,ALO,Alpine,6,53,53,Finished
2021,15,Sochi,NOR,McLaren,1,53,53,Finished
2021,15,Sochi,RAI,Alfa Romeo Racing,13,53,53,Finished
2021,15,Sochi,PER,Red Bull Racing,8,53,53,Finished
2021,15,Sochi,RUS,Williams,3,53,53,Finished
2021,15,Sochi,STR,Aston Martin,7,53,53,Finished
2021,15,Sochi,VET,Aston Martin,10,52,53,+1 Lap
2021,15,Sochi,GAS,AlphaTauri,11,52,53,+1 Lap
2021,15,Sochi,OCO,Alpine,9,52,53,+1 Lap
2021,15,Sochi,LEC,Ferrari,19,52,53,+1 Lap
2021,15,Sochi,GIO,Alfa Romeo Racing,17,52,53,+1 Lap
2021,15,Sochi,TSU,AlphaTauri,12,52,53,+1 Lap
2021,15,Sochi,MAZ,Haas F1 Team,15,51,53,+2 Laps
2021,15,Sochi,LAT,Williams,18,47,53,Accident
2021,15,Sochi,MSC,Haas F1 Team,14,32,53,Oil leak
2021,16,Istanbul,BOT,Mercedes,1,58,58,Finished
2021,16,Istanbul,VER,Red Bull Racing,2,58,58,Finished
2021,16,Istanbul,PER,Red Bull Racing,6,58,58,Finished
2021,16,Istanbul,LEC,Ferrari,3,58,58,Finished
2021,16,Istanbul,HAM,Mercedes,11,58,58,Finished
2021,16,Istanbul,GAS,AlphaTauri,4,58,58,Finished
2021,16,Istanbul,NOR,McLaren,7,58,58,Finished
2021,16,Istanbul,SAI,Ferrari,19,58,58,Finished
2021,16,Istanbul,STR,Aston Martin,8,58,58,Finished
2021,16,Istanbul,OCO,Alpine,12,57,58,+1 Lap
2021,16,Istanbul,GIO,Alfa Romeo Racing,16,57,58,+1 Lap
2021,16,Istanbul,RAI,Alfa Romeo Racing,17,57,58,+1 Lap
2021,16,Istanbul,RIC,McLaren,20,57,58,+1 Lap
2021,16,Istanbul,TSU,AlphaTauri,9,57,58,+1 Lap
2021,16,Istanbul,RUS,Williams,13,57,58,+1 Lap
2021,16,Istanbul,ALO,Alpine,5,57,58,+1 Lap
2021,16,Istanbul,LAT,Williams,15,57,58,+1 Lap
2021,16,Istanbul,VET,Aston Martin,10,57,58,+1 Lap
2021,16,Istanbul,MSC,Haas F1 Team,14,56,58,+2 Laps
2021,16,Istanbul,MAZ,Haas F1 Team,18,56,58,+2 Laps
2021,17,Austin,VER,Red Bull Racing,1,56,56,Finished
2021,17,Austin,HAM,Mercedes,2,56,56,Finished
2021,17,Austin,PER,Red Bull Racing,3,56,56,Finished
2021,17,Austin,LEC,Ferrari,4,56,56,Finished
2021,17,Austin,RIC,McLaren,6,56,56,Finished
2021,17,Austin,BOT,Mercedes,9,56,56,Finished
2021,17,Austin,SAI,Ferrari,5,56,56,Finished
2021,17,Austin,NOR,McLaren,7,56,56,Finished
2021,17,Austin,TSU,AlphaTauri,10,55,56,+1 Lap
2021,17,Austin,VET,Aston Martin,18,55,56,+1 Lap
2021,17,Austin,GIO,Alfa Romeo Racing,12,55,56,+1 Lap
2021,17,Austin,STR,Aston Martin,13,55,56,+1 Lap
2021,17,Austin,RAI,Alfa Romeo Racing,15,55,56,+1 Lap
2021,17,Austin,RUS,Williams,20,55,56,+1 Lap
2021,17,Austin,LAT,Williams,14,55,56,+1 Lap
2021,17,Austin,MSC,Haas F1 Team,16,54,56,+2 Laps
2021,17,Austin,MAZ,Haas F1 Team,17,54,56,+2 Laps
2021,17,Austin,ALO,Alpine,19,49,56,Rear wing
2021,17,Austin,OCO,Alpine,11,40,56,Mechanical
2021,17,Austin,GAS,AlphaTauri,8,14,56,Suspension
2021,18,Mexico City,VER,Red Bull Racing,3,71,71,Finished
2021,18,Mexico City,HAM,Mercedes,2,71,71,Finished
2021,18,Mexico City,PER,Red Bull Racing,4,71,71,Finished
2021,18,Mexico City,GAS,AlphaTauri,5,71,71,Finished
2021,18,Mexico City,LEC,Ferrari,8,71,71,Finished
2021,18,Mexico City,SAI,Ferrari,6,70,71,+1 Lap
2021,18,Mexico City,VET,Aston Martin,9,70,71,+1 Lap
2021,18,Mexico City,RAI,Alfa Romeo Racing,10,70,71,+1 Lap
2021,18,Mexico City,ALO,Alpine,12,70,71,+1 Lap
2021,18,Mexico City,NOR,McLaren,18,70,71,+1 Lap
2021,18,Mexico City,GIO,Alfa Romeo Racing,11,70,71,+1 Lap
2021,18,Mexico City,RIC,McLaren,7,70,71,+1 Lap
2021,18,Mexico City,OCO,Alpine,19,70,71,+1 Lap
2021,18,Mexico City,STR,Aston Martin,20,69,71,+2 Laps
2021,18,Mexico City,BOT,Mercedes,1,69,71,+2 Laps
2021,18,Mexico City,RUS,Williams,16,69,71,+2 Laps
2021,18,Mexico City,LAT,Williams,13,69,71,+2 Laps
2021,18,Mexico City,MAZ,Haas F1 Team,15,68,71,+3 Laps
2021,18,Mexico City,MSC,Haas F1 Team,14,1,71,Collision
2021,18,Mexico City,TSU,AlphaTauri,17,1,71,Collision
2021,19,São Paulo,HAM,Mercedes,10,71,71,Finished
2021,19,São Paulo,VER,Red Bull Racing,2,71,71,Finished
2021,19,São Paulo,BOT,Mercedes,1,71,71,Finished
2021,19,São Paulo,PER,Red Bull Racing,4,71,71,Finished
2021,19,São Paulo,LEC,Ferrari,6,71,71,Finished
2021,19,São Paulo,SAI,Ferrari,3,71,71,Finished
2021,19,São Paulo,GAS,AlphaTauri,7,70,71,+1 Lap
2021,19,São Paulo,OCO,Alpine,8,70,71,+1 Lap
2021,19,São Paulo,ALO,Alpine,12,70,71,+1 Lap
2021,19,São Paulo,NOR,McLaren,5,70,71,+1 Lap
2021,19,São Paulo,VET,Aston Martin,9,70,71,+1 Lap
2021,19,São Paulo,RAI,Alfa Romeo Racing,20,70,71,+1 Lap
2021,19,São Paulo,RUS,Williams,17,70,71,+1 Lap
2021,19,São Paulo,GIO,Alfa Romeo Racing,13,70,71,+1 Lap
2021,19,São Paulo,TSU,AlphaTauri,15,70,71,+1 Lap
2021,19,São Paulo,LAT,Williams,16,70,71,+1 Lap
2021,19,São Paulo,MAZ,Haas F1 Team,19,69,71,+2 Laps
2021,19,São Paulo,MSC,Haas F1 Team,18,69,71,+2 Laps
2021,19,São Paulo,RIC,McLaren,11,49,71,Power loss
2021,19,São Paulo,STR,Aston Martin,14,47,71,Collision damage
2021,20,Lusail,HAM,Mercedes,1,57,57,Finished
2021,20,Lusail,VER,Red Bull Racing,7,57,57,Finished
2021,20,Lusail,ALO,Alpine,3,57,57,Finished
2021,20,Lusail,PER,Red Bull Racing,11,57,57,Finished
2021,20,Lusail,OCO,Alpine,9,57,57,Finished
2021,20,Lusail,STR,Aston Martin,12,57,57,Finished
2021,20,Lusail,SAI,Ferrari,5,57,57,Finished
2021,20,Lusail,LEC,Ferrari,13,57,57,Finished
2021,20,Lusail,NOR,McLaren,4,56,57,+1 Lap
2021,20,Lusail,VET,Aston Martin,10,56,57,+1 Lap
2021,20,Lusail,GAS,AlphaTauri,2,56,57,+1 Lap
2021,20,Lusail,RIC,McLaren,14,56,57,+1 Lap
2021,20,Lusail,TSU,AlphaTauri,8,56,57,+1 Lap
2021,20,Lusail,RAI,Alfa Romeo Racing,16,56,57,+1 Lap
2021,20,Lusail,GIO,Alfa Romeo Racing,18,56,57,+1 Lap
2021,20,Lusail,MSC,Haas F1 Team,19,56,57,+1 Lap
2021,20,Lusail,RUS,Williams,15,55,57,+2 Laps
2021,20,Lusail,MAZ,Haas F1 Team,20,55,57,+2 Laps
2021,20,Lusail,LAT,Williams,17,51,57,Puncture
2021,20,Lusail,BOT,Mercedes,6,49,57,Damage
2021,21,Jeddah,HAM,Mercedes,1,50,50,Finished
2021,21,Jeddah,VER,Red Bull Racing,3,50,50,Finished
2021,21,Jeddah,BOT,Mercedes,2,50,50,Finished
2021,21,Jeddah,OCO,Alpine,9,50,50,Finished
2021,21,Jeddah,RIC,McLaren,11,50,50,Finished
2021,21,Jeddah,GAS,AlphaTauri,6,50,50,Finished
2021,21,Jeddah,LEC,Ferrari,4,50,50,Finished
2021,21,Jeddah,SAI,Ferrari,15,50,50,Finished
2021,21,Jeddah,GIO,Alfa Romeo Racing,10,50,50,Finished
2021,21,Jeddah,NOR,McLaren,7,50,50,Finished
2021,21,Jeddah,STR,Aston Martin,18,50,50,Finished
2021,21,Jeddah,LAT,Williams,16,50,50,Finished
2021,21,Jeddah,ALO,Alpine,13,49,50,+1 Lap
2021,21,Jeddah,TSU,AlphaTauri,8,49,50,+1 Lap
2021,21,Jeddah,RAI,Alfa Romeo Racing,12,49,50,+1 Lap
2021,21,Jeddah,VET,Aston Martin,17,44,50,Collision damage
2021,21,Jeddah,PER,Red Bull Racing,5,15,50,Collision
2021,21,Jeddah,MAZ,Haas F1 Team,20,15,50,Collision
2021,21,Jeddah,RUS,Williams,14,15,50,Collision
2021,21,Jeddah,MSC,Haas F1 Team,19,9,50,Accident
2021,22,Yas Island,VER,Red Bull Racing,1,58,58,Finished
2021,22,Yas Island,HAM,Mercedes,2,58,58,Finished
2021,22,Yas Island,SAI,Ferrari,5,58,58,Finished
2021,22,Yas Island,TSU,AlphaTauri,8,58,58,Finished
2021,22,Yas Island,GAS,AlphaTauri,12,58,58,Finished
2021,22,Yas Island,BOT,Mercedes,6,58,58,Finished
2021,22,Yas Island,NOR,McLaren,3,58,58,Finished
2021,22,Yas Island,ALO,Alpine,11,58,58,Finished
2021,22,Yas Island,OCO,Alpine,9,58,58,Finished
2021,22,Yas Island,LEC,Ferrari,7,58,58,Finished
2021,22,Yas Island,VET,Aston Martin,15,58,58,Finished
2021,22,Yas Island,RIC,McLaren,10,57,58,+1 Lap
2021,22,Yas Island,STR,Aston Martin,13,57,58,+1 Lap
2021,22,Yas Island,MSC,Haas F1 Team,19,57,58,+1 Lap
2021,22,Yas Island,PER,Red Bull Racing,4,55,58,Engine
2021,22,Yas Island,LAT,Williams,16,51,58,Accident
2021,22,Yas Island,GIO,Alfa Romeo Racing,14,34,58,Gearbox
2021,22,Yas Island,RUS,Williams,17,26,58,Gearbox
2021,22,Yas Island,RAI,Alfa Romeo Racing,18,25,58,Brakes
2021,22,Yas Island,MAZ,Haas F1 Team,20,0,58,Illness
2022,1,Sakhir,LEC,Ferrari,1,57,57,Finished
2022,1,Sakhir,SAI,Ferrari,3,57,57,Finished
2022,1,Sakhir,HAM,Mercedes,5,57,57,Finished
2022,1,Sakhir,RUS,Mercedes,9,57,57,Finished
2022,1,Sakhir,MAG,Haas F1 Team,7,57,57,Finished
2022,1,Sakhir,BOT,Alfa Romeo,6,57,57,Finished
2022,1,Sakhir,OCO,Alpine,11,57,57,Finished
2022,1,Sakhir,TSU,AlphaTauri,16,57,57,Finished
2022,1,Sakhir,ALO,Alpine,8,57,57,Finished
2022,1,Sakhir,ZHO,Alfa Romeo,15,57,57,Finished
2022,1,Sakhir,MSC,Haas F1 Team,12,57,57,Finished
2022,1,Sakhir,STR,Aston Martin,19,57,57,Finished
2022,1,Sakhir,ALB,Williams,14,57,57,Finished
2022,1,Sakhir,RIC,McLaren,18,57,57,Finished
2022,1,Sakhir,NOR,McLaren,13,57,57,Finished
2022,1,Sakhir,LAT,Williams,20,57,57,Finished
2022,1,Sakhir,HUL,Aston Martin,17,57,57,Finished
2022,1,Sakhir,PER,Red Bull Racing,4,57,57,Fuel pressure
2022,1,Sakhir,VER,Red Bull Racing,2,54,57,Fuel pressure
2022,1,Sakhir,GAS,AlphaTauri,10,45,57,Power Unit
2022,2,Jeddah,VER,Red Bull Racing,4,50,50,Finished
2022,2,Jeddah,LEC,Ferrari,2,50,50,Finished
2022,2,Jeddah,SAI,Ferrari,3,50,50,Finished
2022,2,Jeddah,PER,Red Bull Racing,1,50,50,Finished
2022,2,Jeddah,RUS,Mercedes,6,50,50,Finished
2022,2,Jeddah,OCO,Alpine,5,50,50,Finished
2022,2,Jeddah,NOR,McLaren,11,50,50,Finished
2022,2,Jeddah,GAS,AlphaTauri,9,50,50,Finished
2022,2,Jeddah,MAG,Haas F1 Team,10,50,50,Finished
2022,2,Jeddah,HAM,Mercedes,15,50,50,Finished
2022,2,Jeddah,ZHO,Alfa Romeo,12,50,50,Finished
2022,2,Jeddah,HUL,Aston Martin,17,50,50,Finished
2022,2,Jeddah,STR,Aston Martin,13,49,50,+1 Lap
2022,2,Jeddah,ALB,Williams,16,48,50,Collision damage
2022,2,Jeddah,BOT,Alfa Romeo,8,36,50,Cooling system
2022,2,Jeddah,ALO,Alpine,7,36,50,Water pump
2022,2,Jeddah,RIC,McLaren,14,36,50,Gearbox
2022,2,Jeddah,LAT,Williams,18,15,50,Accident
2022,2,Jeddah,TSU,AlphaTauri,19,0,50,Power Unit
2022,2,Jeddah,MSC,Haas F1 Team,20,0,50,Withdrew
2022,3,Melbourne,LEC,Ferrari,1,58,58,Finished
2022,3,Melbourne,PER,Red Bull Racing,3,58,58,Finished
2022,3,Melbourne,RUS,Mercedes,6,58,58,Finished
2022,3,Melbourne,HAM,Mercedes,5,58,58,Finished
2022,3,Melbourne,NOR,McLaren,4,58,58,Finished
2022,3,Melbourne,RIC,McLaren,7,58,58,Finished
2022,3,Melbourne,OCO,Alpine,8,58,58,Finished
2022,3,Melbourne,BOT,Alfa Romeo,12,58,58,Finished
2022,3,Melbourne,GAS,AlphaTauri,11,58,58,Finished
2022,3,Melbourne,ALB,Williams,20,58,58,Finished
2022,3,Melbourne,ZHO,Alfa Romeo,14,58,58,Finished
2022,3,Melbourne,STR,Aston Martin,19,58,58,Finished
2022,3,Melbourne,MSC,Haas F1 Team,15,57,58,+1 Lap
2022,3,Melbourne,MAG,Haas F1 Team,16,57,58,+1 Lap
2022,3,Melbourne,TSU,AlphaTauri,13,57,58,+1 Lap
2022,3,Melbourne,LAT,Williams,18,57,58,+1 Lap
2022,3,Melbourne,ALO,Alpine,10,57,58,+1 Lap
2022,3,Melbourne,VER,Red Bull Racing,2,39,58,Fuel leak
2022,3,Melbourne,VET,Aston Martin,17,23,58,Accident
2022,3,Melbourne,SAI,Ferrari,9,2,58,Spun off
2022,4,Imola,VER,Red Bull Racing,1,63,63,Finished
2022,4,Imola,PER,Red Bull Racing,3,63,63,Finished
2022,4,Imola,NOR,McLaren,5,63,63,Finished
2022,4,Imola,RUS,Mercedes,11,63,63,Finished
2022,4,Imola,BOT,Alfa Romeo,7,63,63,Finished
2022,4,Imola,LEC,Ferrari,2,63,63,Finished
2022,4,Imola,TSU,AlphaTauri,12,63,63,Finished
2022,4,Imola,VET,Aston Martin,13,63,63,Finished
2022,4,Imola,MAG,Haas F1 Team,8,63,63,Finished
2022,4,Imola,STR,Aston Martin,15,62,63,+1 Lap
2022,4,Imola,ALB,Williams,18,62,63,+1 Lap
2022,4,Imola,GAS,AlphaTauri,17,62,63,+1 Lap
2022,4,Imola,HAM,Mercedes,14,62,63,+1 Lap
2022,4,Imola,OCO,Alpine,16,62,63,+1 Lap
2022,4,Imola,ZHO,Alfa Romeo,20,62,63,+1 Lap
2022,4,Imola,LAT,Williams,19,62,63,+1 Lap
2022,4,Imola,MSC,Haas F1 Team,10,62,63,+1 Lap
2022,4,Imola,RIC,McLaren,6,62,63,+1 Lap
2022,4,Imola,ALO,Alpine,9,6,63,Collision damage
2022,4,Imola,SAI,Ferrari,4,1,63,Collision
2022,5,Miami,VER,Red Bull Racing,3,57,57,Finished
2022,5,Miami,LEC,Ferrari,1,57,57,Finished
2022,5,Miami,SAI,Ferrari,2,57,57,Finished
2022,5,Miami,PER,Red Bull Racing,4,57,57,Finished
2022,5,Miami,RUS,Mercedes,12,57,57,Finished
2022,5,Miami,HAM,Mercedes,6,57,57,Finished
2022,5,Miami,BOT,Alfa Romeo,5,57,57,Finished
2022,5,Miami,OCO,Alpine,20,57,57,Finished
2022,5,Miami,ALB,Williams,18,57,57,Finished
2022,5,Miami,STR,Aston Martin,20,57,57,Finished
2022,5,Miami,ALO,Alpine,11,57,57,Finished
2022,5,Miami,TSU,AlphaTauri,9,57,57,Finished
2022,5,Miami,RIC,McLaren,14,57,57,Finished
2022,5,Miami,LAT,Williams,19,57,57,Finished
2022,5,Miami,MSC,Haas F1 Team,15,57,57,Finished
2022,5,Miami,MAG,Haas F1 Team,16,57,57,Front wing
2022,5,Miami,VET,Aston Martin,20,54,57,Collision
2022,5,Miami,GAS,AlphaTauri,7,45,57,Suspension
2022,5,Miami,NOR,McLaren,8,40,57,Collision
2022,5,Miami,ZHO,Alfa Romeo,17,6,57,Water leak
2022,6,Barcelona,VER,Red Bull Racing,2,66,66,Finished
2022,6,Barcelona,PER,Red Bull Racing,5,66,66,Finished
2022,6,Barcelona,RUS,Mercedes,4,66,66,Finished
2022,6,Barcelona,SAI,Ferrari,3,66,66,Finished
2022,6,Barcelona,HAM,Mercedes,6,66,66,Finished
2022,6,Barcelona,BOT,Alfa Romeo,7,66,66,Finished
2022,6,Barcelona,OCO,Alpine,12,66,66,Finished
2022,6,Barcelona,NOR,McLaren,11,66,66,Finished
2022,6,Barcelona,ALO,Alpine,20,65,66,+1 Lap
2022,6,Barcelona,TSU,AlphaTauri,13,65,66,+1 Lap
2022,6,Barcelona,VET,Aston Martin,16,65,66,+1 Lap
2022,6,Barcelona,RIC,McLaren,9,65,66,+1 Lap
2022,6,Barcelona,GAS,AlphaTauri,14,65,66,+1 Lap
2022,6,Barcelona,MSC,Haas F1 Team,10,65,66,+1 Lap
2022,6,Barcelona,STR,Aston Martin,17,65,66,+1 Lap
2022,6,Barcelona,LAT,Williams,19,64,66,+2 Laps
2022,6,Barcelona,MAG,Haas F1 Team,8,64,66,+2 Laps
2022,6,Barcelona,ALB,Williams,18,64,66,+2 Laps
2022,6,Barcelona,ZHO,Alfa Romeo,15,28,66,Power loss
2022,6,Barcelona,LEC,Ferrari,1,27,66,Turbo
2022,7,Monaco,PER,Red Bull Racing,3,64,64,Finished
2022,7,Monaco,SAI,Ferrari,2,64,64,Finished
2022,7,Monaco,VER,Red Bull Racing,4,64,64,Finished
2022,7,Monaco,LEC,Ferrari,1,64,64,Finished
2022,7,Monaco,RUS,Mercedes,6,64,64,Finished
2022,7,Monaco,NOR,McLaren,5,64,64,Finished
2022,7,Monaco,ALO,Alpine,7,64,64,Finished
2022,7,Monaco,HAM,Mercedes,8,64,64,Finished
2022,7,Monaco,BOT,Alfa Romeo,12,64,64,Finished
2022,7,Monaco,VET,Aston Martin,9,64,64,Finished
2022,7,Monaco,GAS,AlphaTauri,17,64,64,Finished
2022,7,Monaco,OCO,Alpine,10,64,64,Finished
2022,7,Monaco,RIC,McLaren,14,64,64,Finished
2022,7,Monaco,STR,Aston Martin,18,64,64,Finished
2022,7,Monaco,LAT,Williams,19,63,64,+1 Lap
2022,7,Monaco,ZHO,Alfa Romeo,20,63,64,+1 Lap
2022,7,Monaco,TSU,AlphaTauri,11,63,64,+1 Lap
2022,7,Monaco,ALB,Williams,16,49,64,Mechanical
2022,7,Monaco,MSC,Haas F1 Team,15,25,64,Accident
2022,7,Monaco,MAG,Haas F1 Team,13,20,64,Water pressure
2022,8,Baku,VER,Red Bull Racing,3,51,51,Finished
2022,8,Baku,PER,Red Bull Racing,2,51,51,Finished
2022,8,Baku,RUS,Mercedes,5,51,51,Finished
2022,8,Baku,HAM,Mercedes,7,51,51,Finished
2022,8,Baku,GAS,AlphaTauri,6,51,51,Finished
2022,8,Baku,VET,Aston Martin,9,51,51,Finished
2022,8,Baku,ALO,Alpine,10,51,51,Finished
2022,8,Baku,RIC,McLaren,12,51,51,Finished
2022,8,Baku,NOR,McLaren,11,51,51,Finished
2022,8,Baku,OCO,Alpine,13,51,51,Finished
2022,8,Baku,BOT,Alfa Romeo,15,50,51,+1 Lap
2022,8,Baku,ALB,Williams,17,50,51,+1 Lap
2022,8,Baku,TSU,AlphaTauri,8,50,51,+1 Lap
2022,8,Baku,MSC,Haas F1 Team,20,50,51,+1 Lap
2022,8,Baku,LAT,Williams,18,50,51,+1 Lap
2022,8,Baku,STR,Aston Martin,19,46,51,Vibrations
2022,8,Baku,MAG,Haas F1 Team,16,32,51,Power Unit
2022,8,Baku,ZHO,Alfa Romeo,14,23,51,Hydraulics
2022,8,Baku,LEC,Ferrari,1,21,51,Power Unit
2022,8,Baku,SAI,Ferrari,4,9,51,Hydraulics
2022,9,Montréal,VER,Red Bull Racing,1,70,70,Finished
2022,9,Montréal,SAI,Ferrari,3,70,70,Finished
2022,9,Montréal,HAM,Mercedes,4,70,70,Finished
2022,9,Montréal,RUS,Mercedes,8,70,70,Finished
2022,9,Montréal,LEC,Ferrari,19,70,70,Finished
2022,9,Montréal,OCO,Alpine,7,70,70,Finished
2022,9,Montréal,BOT,Alfa Romeo,11,70,70,Finished
2022,9,Montréal,ZHO,Alfa Romeo,10,70,70,Finished
2022,9,Montréal,ALO,Alpine,2,70,70,Finished
2022,9,Montréal,STR,Aston Martin,17,70,70,Finished
2022,9,Montréal,RIC,McLaren,9,70,70,Finished
2022,9,Montréal,VET,Aston Martin,16,70,70,Finished
2022,9,Montréal,ALB,Williams,12,70,70,Finished
2022,9,Montréal,GAS,AlphaTauri,15,70,70,Finished
2022,9,Montréal,NOR,McLaren,14,70,70,Finished
2022,9,Montréal,LAT,Williams,18,70,70,Finished
2022,9,Montréal,MAG,Haas F1 Team,5,70,70,Finished
2022,9,Montréal,TSU,AlphaTauri,20,47,70,Accident
2022,9,Montréal,MSC,Haas F1 Team,6,19,70,Engine
2022,9,Montréal,PER,Red Bull Racing,13,8,70,Gearbox
2022,10,Silverstone,SAI,Ferrari,1,52,52,Finished
2022,10,Silverstone,PER,Red Bull Racing,4,52,52,Finished
2022,10,Silverstone,HAM,Mercedes,5,52,52,Finished
2022,10,Silverstone,LEC,Ferrari,3,52,52,Finished
2022,10,Silverstone,ALO,Alpine,7,52,52,Finished
2022,10,Silverstone,NOR,McLaren,6,52,52,Finished
2022,10,Silverstone,VER,Red Bull Racing,2,52,52,Finished
2022,10,Silverstone,MSC,Haas F1 Team,19,52,52,Finished
2022,10,Silverstone,VET,Aston Martin,18,52,52,Finished
2022,10,Silverstone,MAG,Haas F1 Team,17,52,52,Finished
2022,10,Silverstone,STR,Aston Martin,20,52,52,Finished
